"ファイル名","タイトル","概要","重複元ファイル","Good数","Bad数","冒険活劇","ヒーロー","アクション","バトル","ミステリ","サスペンス","ホラー","ロマンス","ラブコメ","ジュブナイル","異世界","ファンタジー","SF","歴史","会話劇","奇妙な味","日常","学園","スポーツ","ギャグ","頭脳戦","伝奇","家族ドラマ","料理","タイムトラベル","知識チート","お仕事","音楽","BL"
"百二十日目の遠足.txt","百二十日目の遠足","山頂に建つ窓のない〈楽園館〉では、四人の理事が人々に奇妙な規則を課し、「幸福実験」を続けていた。十一歳の郵便配達員コマが届けたのは、百二十日目の日没で管理権が失効し、門を開けよと命じる書留。だが理事たちは通知を焼き、給仕の少年イオに罪を着せる。自由を証明する控えを日没までに持ち帰らなければならない。吊り橋は落ち、山道は遠い。それでもコマは片方の靴で走り出す。山のすべてを敵に回しても、手紙を本当に待つ人へ届けるために。","",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"百年目の嵐に俺は国を滅ぼした.txt","百年目の嵐に、俺は国を滅ぼした","雨すら反逆罪とされ、国民の言葉も夢も〈記録院〉に監視される永昼国オルディア。物事の「最初の名」を聞き、それを呼ぶことで従わせる異能者ノアは、存在しなかったことにされた一族の生き残りだ。二十年ぶりに故郷へ戻った彼は、死刑列車を止め、囚人を解放し、国中の鏡へ宣言する――これから国を滅ぼす、と。百年ぶりの嵐が迫るなか、改竄された歴史と奪われた名を取り戻す反逆の旅が始まる。名前を支配する者は、国家の嘘まで解けるのか。","",0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"盲天の千点棒.txt","盲天の千点棒","卒業を目前に、星陵学院が鉱業会社に山ごと奪われようとしていた。学校を守る条件は、麻雀の翻数に応じて相手を素手で攻撃できる危険な〈四家闘牌〉での勝利。代表に名乗り出た天文麻雀部の久世灯は、牌の音を聞き分ける耳と、失踪した兄に教わった三歩の護身術だけで地下競技場〈黒天井〉へ挑む。怪力の救助士、確率を読む雀士、正体不明の男。そして兄のノートに残された「十三枚目を揃えるな」という警告。黒い牌が描く星図の先で、卓上の勝負は世界の裏側へつながっていく。","",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"真空で君の鼓動を狩る.txt","真空で、君の鼓動を狩る","消息を絶った研究施設〈ヘカテ〉へ乗り込んだ医師シオンたちを待っていたのは、宿主の記憶と声を奪い、群れで歌う寄生生物〈コーラス〉だった。逃げ場のない暗い船内で、さらに白い仮面の異星人が獲物を狩り始める。仲間か敵かも分からないその追葬者エイドは、母巣を滅ぼすため三つの星系を渡ってきたという。人間を餌と呼ぶ孤独な狩人と、命を見捨てられない医師。施設の自爆さえ災厄を宇宙へ放つと知った二人は、重力炉の奥へ向かう。互いの鼓動だけを頼りに、真空の巣を突破できるのか。","",0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"眠月荘壁中記.txt","眠月荘壁中記","海を望む療養所〈眠月荘〉で目覚めるたび、羽鳥文は夫で精神科医の理一から、自分の名前と病状を教えられる。読書も筆記も禁じられた彼女は、眠りの向こうへ自分を残すため、ひそかに記録を書き始めた。黄色い壁紙の中を這う女、存在しない置時計、薬で枯れる鉢植え。さらに屋敷では昔、覗き穴から妻を観察した眼科医と、密室から消えた美しい妻の事件が起きていた。管理人は文を別の女の名で呼び、月の欠ける夜には壁を剥がすなと警告する。夫の説明と、自分の記憶。どちらを信じれば、壁のこちら側にいられるのか。","",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"空の底に満つる潮.txt","空の底に満つる潮――影山修一手記――","一九九八年、地質学者の影山修一は、測るたび年代が変わる黒い岩を調べるため、廃村・底戸を訪れる。波のない入江、距離が伸び縮みする海蝕洞、昼なのに未知の星々を映す黒い水面。方位磁針が空へ落ちたとき、影山は人間の宇宙観を裏返すほど巨大な「輪郭」に見つめられる。やがて新月が近づき、空へ立ち上がる海から、死者の声が彼の名を呼び始めた。返事をしてはならない。だが同行の教授は、満ちてくる潮こそ世界の真実だと魅せられていく。壁の中から発見された手記が告げる、海と空の境目の崩壊。","",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"第八の罪は、無垢.txt","第八の罪は、無垢","死者が最後に言えなかった言葉を聞く墓守見習いカイは、名を削られた老人の亡骸に触れ、胸に勇者の印を刻まれる。百年に一度現れる〈逆さ塔〉の八つ目の鐘を止めるため、王国が彼に与えたのは、七人の大罪人と一本の剣。囚人を一人斬るごとに剣へ力が宿り、全員を犠牲にすれば勇者が完成するという。だが将軍、詐欺師、医師、逃亡兵らが背負う罪には、王国が消した事情と名があった。「勇者になるな」という死者の警告を胸に、カイは咎人たちと塔への道を進む。裁かれるべき第八の罪とは何なのか。","",0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"終幕は、星の外で.txt","終幕は、星の外で","記憶を失った宇宙泥棒カイに届いた依頼は、劇場船〈エウリュディケ〉から〈無貌鏡〉を盗み、伝説の女優に最後の台詞を言わせるな、というもの。報酬は彼の本当の名前だ。最終公演へ潜入したはずが、消えた男主役の代わりに舞台へ上げられ、野心家の代役エリスと組む羽目になる。観客の記憶から感情を引き出す仮面、二度と再演されない芝居、そして台本と奇妙に重なるカイの過去。一夜限りの舞台で、盗むべきものと演じるべき役が入れ替わっていく。幕が下りる前に、彼は誰の筋書きを破れるのか。","",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"終業のベルが鳴る前に.txt","終業のベルが鳴る前に","白い雨で世界が壊れ、人々は最後の行動だけを繰り返す〈居残り〉になった。丘の上の薄明中学校で暮らすのは、十四歳の白川真白、元「片づけ屋」の黒瀬凪、そして人間を冷静に観察する一匹の猫。真白は空席へ授業を続け、黒瀬は罠と銃で校舎を守っている。そんな二人に、南貨物駅から最後の避難輸送を告げる無線が届く。しかし出発の直前、落雷で校外スピーカーが鳴り、無数の居残りが学校へ殺到する。真白が用意していた文化祭と、黒瀬が教えた「本日の道徳」は、終業のベルまで彼らを導けるのか。","",0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"色なき方角の鍵.txt","色なき方角の鍵","音声資料を修復する篠宮のもとへ、失踪した恩師・鴇田から黒い蝋管と歯のない〈軸鍵〉が届く。録音は、鍵を舟守へ持ってくるな、死者の声に返事をするなと警告する。だが雑音から聞こえたのは、幼い日に亡くした姉の呼び名だった。色彩の体系から半歩ずれた風景、感情を間違えて帰ってくる住民、電源のない無線で話す恩師。高原の観測所では、同じ声が「鍵を使え」と正反対の指示を告げ、井戸の底から世界に存在しない方角が近づいている。懐かしい声ほど疑えない。篠宮は零時までに、誰の言葉を信じるか選ばなければならない。","",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"視聴者ゼロのアンコール.txt","視聴者ゼロのアンコール","かつて絶頂期に姿を消したアイドルＳＡＹＡは、いま本名の真壁小夜子として、六十歳を前に古いテレビセンターの床を磨いている。そこでは彼女の失踪を題材にした配信ドラマが撮影中だった。正体を知りながら何も求めない警備員・冬一は、三十八年前、小夜子がただ一通だけ手元に残した手紙の差出人でもある。過去を売る緊急生配信から逃れようとした二人の前で、電源のないモニターが〈人生再放送〉を開始する。若いスターとして永遠に再演するか、すべての記憶から消えるか。零時までの選択が、誰にも見せなかった人生を照らす。","",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"購買部四天王_全員おばちゃん.txt","購買部四天王、全員おばちゃん","昼休みの獄楽ヶ丘高校で、一日三個だけの〈極上トリプル焼きそばパン〉を手にした者は「パン長」と呼ばれる。平穏第一の日暮マコトは、番長・鬼瓦ゴウの妹の誕生日願いをかなえるため、千二百人が殺到する購買部へ突入する。だが行く手を阻むのは、通行整理、釣り銭、試食、袋詰めを極めた購買部四天王――全員おばちゃん。赤旗は手裏剣となり、算数と味覚の難問が襲い、人間まで紙袋へ詰められる。残り時間はわずか、パンはあと一個。ツッコミと友情だけを武器に、史上最も騒がしいおつかいを完遂できるのか。","",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"重力のない夜に、おまえを奪い返す.txt","重力のない夜に、おまえを奪い返す","辺境惑星で農機具修理屋を営む巨漢ガイの前に、五年前に別れた密輸船乗りノアが現れる。旧帝国の軌道砲を止める二つの鍵は、ノアが盗んだ起動鍵と、ガイの胸に残る軍用認証核。再会を喜ぶ間もなく総督軍が重力を反転させ、ノアを拉致する。十二時間後に記憶を焼く首輪を人質に、ガイへ命じられたのは自治評議会議長の暗殺だった。だが世界一命令を聞かない元強襲隊長は、要塞衛星へ正面から殴り込む。互いを守るため黙って去った二人は、今度こそ同じ戦場から帰れるのか。","",0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"金木犀は白線を越えて_読み切り小説.txt","金木犀は白線を越えて","灰色狼の黒瀬凪は、速く走るときだけ自分の牙を忘れられる。地域交流リレーで彼女と組むことになったのは、青嶺学院の鹿・榛名透。彼は中学時代の転倒事故以来、背後から迫る足音に身体がすくみ、バトンを渡す直前に減速してしまう。狼だから速い、鹿だから怖がる――互いを種族で決めつける視線に傷つきながら、二人は何度も受け渡しをやり直す。金木犀の香り、壊れたスパイク、学校間に残る白線。恐怖を消すのではなく、抱えたまま次の手へ渡すための秋のレースが始まる。","",0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"鉄棺の荒野.txt","鉄棺の荒野","災害〈白灼〉で海も街も干上がった荒野を、墓掘りの冬馬は二十七人の名を刻んだ鉄棺を引いて歩く。略奪者に母を奪われた少女ユズを連れ、彼がたどり着いた〈灯井〉では、移動要塞〈大顎城〉が水と作物を搾り取り、ついには子ども十人を要求していた。その支配者ガイエンの首には、冬馬が知る三本の焼き傷があるという。腰には短い鉄鋤、手には棺をつなぐ鎖。復讐に来たのかと問う少女へ、冬馬は「埋めに来た」とだけ答える。棺の重さと過去を背負い、死にきれない文明へ墓穴を掘る旅が動き出す。","",0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"鉄胎の行軍_読み切りエログロ小説.txt","鉄胎の行軍","砂漠を走る移動要塞〈鉄胎〉へ詰め込まれた二十八人の犯罪者は、名を奪われ、胸に番号を焼きつけられる。浄水触媒を井戸城まで運ぶ行軍で、生き残りを許されるのは得点上位の六人だけ。殺害数も命令違反も首輪に記録され、勝者には市民権と水、そして名前が返される。十三番の元墓掘りミナトは、密輸団の狙撃手だった二十一番ナナセと出会い、互いの傷にまだ人間の体温があることを知る。仲間を踏み台にする制度と、車体の奥で育つ異様な「母体」。鉄と肉の行軍は、誰を兵士に変えていくのか。","",0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"鉄鍋のバン_天喰い城の大冒険.txt","鉄鍋のバン　―天喰い城の大冒険―","空鯨の背に乗った伝説の〈天喰い城〉が、百年ぶりに砂海へ降りてきた。干上がりかけた村を救うため、十四歳のバンは永遠に水を生む宝〈星のしずく〉を目指す。武器は母の形見の万能鉄鍋〈テンガイ〉。相棒は、生きて形を変える城の地図を持つ少女ルウだ。だが空鯨は黒い鎖で地上へ縫い止められ、砂海の水路を独占する白鴉商会も宝を狙っていた。鍋で矢を弾き、砂丘を滑り、重力の曲がる生きた迷宮へ。腹を空かせた者を見捨てない少年の、熱くておいしい大冒険が始まる。","",0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"鉛の雨がやむまで.txt","鉛の雨がやむまで","白く焼けた塩原で、元刑事・黒瀬トウマは瀕死の相棒から真鍮の鍵を託される。灰鐘市の下渠区で井戸が毒され、翌日の配給祭ではさらに多くの命が狙われているという。鍵は、九年間鳴らない鐘楼から非常水路を開くもの。しかし水を救う浄化触媒は、略奪団が支配する百二十キロ先の処理場にしかない。水医者ナギと装甲給水車〈青鯨〉に乗り、トウマは再び銃を取る。上層では噴水が輝き、下層では涙さえ惜しまれる街。法と水を握る保安総監の妨害を越え、三度の鐘を鳴らせるのか。","",0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"銀河葬送航路.txt","銀河葬送航路","人類の星々を結ぶ位相航路が、銀河中心から迫る〈夜潮〉に呑まれ始めた。全航路の崩壊まで五十三日。文明をつなぎ直す〈黎明種子〉を零号灯台へ運べるのは、博物館となった旧式戦艦〈ハルシオン〉だけだった。艦を操れる唯一の男は、敵味方双方から裏切り者と呼ばれ、十二年間投獄された元中将イリヤ。護衛を率いるのは、かつて彼を破った若き大将アデル。憎しみを抱えた二つの陣営、一万二千人の乗員、帰還保証のない航路。消えていく星の海で、墓標の船が人類最後の灯台を目指す。","",0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"鋼花女塾、暁に轟け.txt","鋼花女塾、暁に轟け","装甲車で染料弾を撃ち合う〈装甲旗取り〉から逃げるように、小鳥遊澪は鋼花女塾へ転入する。そこは礼法に丸太、家政にエンジン、戦術に気合を用いる型破りな女子校だった。年度末の廃校を免れる条件は、全国大会で優勝し強化指定校になること。しかし去年は、気合を込めすぎて全車が四分で故障している。事故の記憶から車長席に戻れない澪へ、部員たちは入部を迫らず、傷だらけの旗車〈鉄椿号〉を黙々と直していた。冷静な頭脳と底抜けの根性は、学校最後の一戦を勝てる作戦へ変えられるのか。","",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"錆河を遡れ.txt","錆河を遡れ","停戦から四年、元軍属の整備士・叶野ゼンは、継ぎはぎの輪脚甲〈ノラ〉で違法レースを走っている。ある雨の日、軍人が差し出したのは、戦死したはずの兄の印がある回転計だった。錆河の上流では、兄の元上官・神代岳が今も戦争を続けているという。ゼンは相棒マオと旧式機〈ドロガメ〉を軽量改造し、遡行艇〈ムカデ〉で赤い河を上る。木々に吊られた機体、エンジン音をつないだ不気味な放送、森から襲う無人兵器。壊れる前の声を聞く整備士は、戦場という巨大な機械を止められるのか。","",0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"雨を飼う街.txt","雨を飼う街","企業が雲を飼い、雨量まで管理する環状市キサラギ。非合法の〈残響読み〉御影ナギは、背中を撃たれた配送員トワの最期の記憶へ潜る。そこで記録のはずの少女ミナモがナギを見返し、「雨を止めて」と頼んだ。少女の声には、都市に買い取られ、予測機械へ組み込まれた無数の死者が重なっている。午前四時、企業は彼らを〈静かな朝〉で消去する。残り五十三分。死者を人格ではなく都市機能と呼ぶ保安部に追われながら、ナギは雲の上の第一気象塔を目指す。彼らが街へ「返す」ものは救いか、それとも新たな災厄か。","",0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"零時の仮縫い.txt","零時の仮縫い","消防士の迅は、初めての火災現場で足が止まった三秒を忘れられない。旧百貨店〈天環館〉の仮装イベントで、衣装制作者の澄花が彼に着せたのは、四十年前の大火で十八人を救い、姿を消した〈銀の消防士〉を再現した服だった。右袖だけが合わない衣装、手首の赤いしつけ糸、火傷を負った管理人の謎めいた助言。そして零時直前、館内で再び炎が上がり、澄花と少女が七階へ消える。逆回りする時計と過去の館内放送のなか、迅は偽物の救助服で火へ向かう。仮縫いの糸は、誰を完成まで連れ戻すのか。","",0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"零時の保証人.txt","零時の保証人","倒産した工場の元従業員四十三人が、知らぬ間に総額一億二千百万円の借金を負わされた。保守員の相馬直人が契約書の片隅から見つけた唯一の対抗手段は、債権会社の令嬢・久世玻璃と戦う〈零時清算〉。全五回、信用片を少なく入れた側がその回の負債を引き受け、使った片は戻らない。玻璃だけが使える黒い片と、互いに一度だけ相手の投入数を読む〈監査〉もある。勝てば全債務消滅、負ければ二十年の労務契約。人の喉に鳴る借金の音を聞きながら、直人は不公平そのものをルールにした頭脳戦へ挑む。","",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"零時の拳.txt","零時の拳","映像修復家の志摩結衣が再生したラベルのないテープには、四十九脚の椅子と銀の半面の子どもが映っていた。「見たね」という電話の声とともに始まったのは、彼女自身が映像へ消えるまでの四十九時間。そこへ現れた小暮岳は、怪異にも呼吸の「間」があると読み、画面から伸びる影を拳で殴り返す。十年前に妹を同じ放送へ奪われた彼と、欠けた記録を放っておけない結衣。街中の監視映像へ侵食が広がるなか、二人は閉鎖された黒橋テレビへ向かう。四十九番目の視聴者が座る前に、本放送を止められるのか。","",0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"零時の星屑チャンピオン.txt","零時の星屑チャンピオン","家賃滞納中の夜間相談屋・狩谷ジンに、天文学者の娘ミラが持ち込んだ依頼は、今夜零時まで一つの鍵を守ること。地下格闘大会が闘士と観客の闘争心を集め、古代構造体〈星冠炉〉を起動しようとしていた。暴走すれば環都は重力崩壊に呑まれる。炉を止めるには、ミラを連れて決勝まで勝ち上がるしかない。人を撃たない衝撃銃使いジンと、筋肉で壁から入ってくる元王者ゴウは、正反対の即席タッグを結成する。星の力を宿す怪物たちのリングで、逃亡者の過去と十二年前の約束が火花を散らす。","",0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"零時限目の卒業生.txt","零時限目の卒業生","卒業式前夜、全寮制の名門・黎明学園で頂点を競った三年零組の八人が、地図にない第八教室へ呼び出される。課された〈卒業査定〉は、四分ごとの秘密投票で一人ずつ記録を削除し、零時に残った一人だけを卒業者として「実装」するもの。最下位の皆瀬湊に配られた権限カードは、ただの〈白紙〉だった。順位、秘密、友情、特殊権限を使った合意と裏切りが始まるなか、消えた生徒の記憶がなぜか湊へ流れ込む。過去の零組卒業生に、その後の記録は一件もない。この学園が選んでいるのは、本当に優秀な生徒なのか。","",0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"零色の門_読み切り小説.txt","零色の門","古い録音を修復する相馬伊織へ、失踪した恩師から歯のない銀の鍵とカセットテープが届く。録音は皆白村の観測所へ来いと告げる一方、死んだ弟と伊織自身の声が「鍵を持ってこい」と誘う。村では時計がすべて三時十七分で止まり、光の外側にある〈零色〉が水や森へ滲んでいた。保守員の倉橋澄と地下の第六受信室へ向かう伊織を、まだ送られていない無線と失われた家族の声が待つ。名前を使って人の形を学ぶ「門」に、雑音の隙間へ差す鍵を回す前に、二人は本物の声を聞き分けられるのか。","",0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"青空は砂糖壺にしまって.txt","青空は砂糖壺にしまって","五つの町を転々としてきた高校生のさえは、海辺の下宿〈三角屋根荘〉で個性豊かな仲間たちと暮らしている。美術の課題は、喫茶店の小さな展覧会に出す「わたしの居場所」。窓を題材にすれば、木の傷も海の色も上手に描ける。けれど絵の中へ自分だけを置けない。留学生マルタの二つの故郷を縫う刺繍、つむぎ先輩の陶器の窓、こよみが青空を映すミルクプリン。みんなの作品が形になるほど、さえの部屋の窓だけが暗く残る。好きになれば別れが重くなる少女は、心が靴を脱げる景色を描けるのか。","",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"静音家族コンテスト.txt","静音家族コンテスト","くしゃみで洗濯物を揺らす父、卵焼きで照明を震わせる母、音を発明に変える八歳の文太。団地一騒がしい轟木家に、市役所から〈静穏判定器Ｑ－０〉が届く。一週間、七十デシベルを超えず暮らせば賞金百万円。開始四十一秒で二十万円を失った一家は、機械の〈不要音登録〉を発見し、いびき、小言、学校のチャイム、電車、セミまで次々と無音にしていく。残額は十万円、町は映画の映像だけのように静まり返った。だが最終日の夜、Ｑ－０が告げた「学習終了」の意味を、誰も確かめていなかった。声を潜めるほど危険が近づく、世界一静かな家族騒動。","",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"額縁の外で、泥棒は口笛を吹く.txt","額縁の外で、泥棒は口笛を吹く","十二しかないはずの窓を、古い目録だけが十三と数える呪われた絵画〈十三番目の窓〉。怪盗ルシアンが夜会からそれを盗んだ瞬間、警視クルーガー、修復家シビラ、人の姿を借りる蛾の魔術師もろとも、絵の中の町へ落ちてしまう。そこは夕暮れが終わらず、住民が短い動作を繰り返し、家一軒ぶんだけ世界が白く塗り残された場所。八十一年間閉じ込められた少女は、出口が町役場に「絵として飾られている」と告げる。戻る代価は、最も大切な〈あり得た未来〉。泥棒は額縁の外へ何を盗み返すのか。","",0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"風切りカナタと空喰い鯨.txt","風切りカナタと空喰い鯨","空に浮かぶ島々を駆ける少年配達屋カナタは、壊れかけの滑空翼でも、受けた荷物は必ず届ける。ある日、屋根を突き破って現れた少女フィオが依頼したのは、巨大嵐〈天蓋嵐〉の内側にある終端灯台へ、日没までに木箱を運ぶこと。報酬として示された地図には、八年前に嵐へ消えた父の筆跡があった。ところが空路を支配する連盟も箱を狙い、空を喰うほど巨大な鯨が島々へ迫っている。手製翼と壊れた方位針を頼りに、地図から消された風の道へ。世界の果てまで届ける、少年の特急便が飛び立つ。","",0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"風葬の迷宮.txt","風葬の迷宮","夜明けとともに王都を襲う帝国軍は、人間から名と記憶を奪った〈無名兵〉を三千も従えていた。伝令カイに残された猶予は五刻。弓使い、鍵師、術師、名簿を背負う老僧、帝国から寝返った騎士とともに、古代の〈暁炉〉が眠る王墓地下の迷宮へ降りる。入口で刻んだ六人の名は消え、通路は記憶を書き換え、鐘は自分が誰かを忘れさせる。しかも敵将レヴァンは、すでに先へ進んでいた。役目や後悔を餌に道を変える迷宮で、仲間は互いの名を夜明けまで覚えていられるのか。","",0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"風葬の鐘喰い.txt","風葬の鐘喰い","毒霧を防ぐ鐘壁都市ラグナへ、死者を育む白い森が年々迫っている。残響を喰う葬具ヴァルを振るう少女カヤは、森の母虫を討てば、病に眠る弟の薬を渡すと評議会から命じられる。案内役は、毒の中で生きる森の少年セム。人間だった頃の声を宿すヴァルも、あと一つ強い残響を喰えば元に戻れるという。だが都市では鐘の音だけが正義とされ、森では死者の声が風に混じる。母を門外へ置き去りにした記憶を抱え、カヤは「怪物」と呼ばれた森の奥へ進む。弟を救う薬、相棒を戻す最後の声、評議会が急がせる討伐――三つの願いは、同じ刃でかなえられるのか。","",0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"黄昏十三里.txt","黄昏十三里","現代から古代王朝へ落ちた歴史学者・高瀬透は、翌朝の落日関で三万人が死ぬと知っている。内通の証拠を持つ女騎兵、破戒僧、盲目の少年と警告を届ける途中、四人は地図にない〈無影里〉へ迷い込む。影を持たない村人、沈まない夕日、土の下の鐘。十三度目が鳴ると一行は村の手前へ戻され、記憶まで失う。印璽に残った百を超える傷だけが、失敗を告げていた。史書どおりなら彼らの旅は届かない。歴史を変えれば、透の未来そのものが消えるかもしれない。それでも十三里先で待つ命へ、道をつなげられるのか。","",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
"黄昏宮の砂糖薔薇.txt","黄昏宮の砂糖薔薇","砂糖に記憶を移す飴職人ニナは、亡き妹の名を王太子に思い出させたことで、建国舞踏会の菓子作りを命じられる。誕生日も母の顔も知らない彼女自身に残されたのは、孤児院の門前で握っていた黒い飴だけ。王宮ではすべての時計が最初の銃声の時刻で止まり、門外にはパンを求める列、内側には白薔薇が山と積まれていた。護衛する近衛隊長イレーネも、宮殿へ深い疑念を抱いている。人が忘れたい記憶ほど甘く飾る黄昏宮で、ニナの砂糖菓子が呼び覚ますのは、王家が封じた誰の思い出なのか。","",0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"黒薔薇は夜明けを知らない.txt","黒薔薇は夜明けを知らない","家柄が襟の刺繍で決まる聖環学院へ、煤け橋地区の奨学生リノアが入学する。支配者カイの高価な靴へスープを注いだ彼女は、死刑宣告に等しい黒薔薇の札をつけられ、零時の旧鐘楼へ呼び出される。だが夜の学院では、昼の嫉妬や軽蔑が怪物となって歩き、黒鎧をまとったカイが別人のような顔で剣を振るっていた。学院は毎年一人を選び、卒業式で「鐘」にするという。昼は敵、夜は隣で戦う相手。外へ出ても必ず正門へ戻る閉ざされた学校で、二人は黒薔薇が選んだ役から逃れられるのか。靴の値段より先に、互いの本当の顔を知る夜が始まる。","",0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"黒鐘のネクロエンジン_読み切り小説.txt","黒鐘のネクロエンジン――聖骸都市の最後の夜――","神の死骸を資源に築かれた聖骸都市で、教会は人々の罪と祈りを集め、九百九十九年眠る神を起こそうとしていた。胸に神の心臓の半分を移植された異端者アシュは、喋る魔剣ガラングと人造天使を狩りながら聖都へ急ぐ。同行するのは、教会の正義を疑い始めた見習い祓魔師ノエル。黒鐘祭まで残されたのは最後の一夜だ。巡礼者が罪を瓶に詰め、子どもたちの声まで儀式へ組み込まれる地下で、アシュの〈屍炉〉が鳴り始める。神を殺した男は、祈りを食べる都市の心臓を止められるのか。","",0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
